,country,sex,age,marriage_duration_years,num_children_total,num_children_inhome,edu_level,material_situation,religion,religiosity,pension,enjoy_spouse_company,happiness,spouse_attraction,spouse_enjoy_doing_things_together,spouse_enjoy_cuddling,spouse_respect,spouse_pride,spouse_romance,spouse_love,marital_satisfaction,spouse_satisfaction,relationship_satisfaction,natl_pride_in_parents,natl_pride_in_children,natl_aging_parents_live_with_children,natl_children_live_at_home_marraige,indv_pride_in_parents,indv_pride_in_children,indv_aging_parents_live_with_children,indv_children_live_at_home_marraige
3525,Kazakhstan,2.0,33.0,13.0,2.0,2.0,3.0,0.0,11.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3,3.0,-1.0,-1.0,3,3.0,2.0,0.0
3526,Kazakhstan,2.0,35.0,10.0,2.0,2.0,3.0,0.0,11.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3,3.0,2.0,0.0,3,3.0,1.0,0.0
3527,Kazakhstan,2.0,32.0,9.0,2.0,2.0,3.0,1.0,11.0,6.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1,1.0,0.0,0.0,2,2.0,1.0,0.0
3528,Kazakhstan,1.0,35.0,13.0,2.0,2.0,3.0,1.0,11.0,3.0,-3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3,2.0,0.0,3.0,3,3.0,0.0,0.0
3529,Kazakhstan,2.0,22.0,1.0,0.0,0.0,3.0,2.0,11.0,6.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,0,0.0,1.0,2.0,3,3.0,0.0,0.0
3530,Kazakhstan,2.0,39.0,18.0,2.0,2.0,3.0,0.0,11.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1,1.0,2.0,0.0,1,1.0,0.0,0.0
3531,Kazakhstan,2.0,32.0,9.0,2.0,2.0,5.0,0.0,11.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2,2.0,2.0,-2.0,3,3.0,3.0,-1.0
3532,Kazakhstan,2.0,33.0,10.0,2.0,2.0,3.0,1.0,11.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,3,3.0,2.0,-1.0,3,3.0,2.0,-1.0
3533,Kazakhstan,1.0,35.0,13.0,2.0,2.0,5.0,0.0,11.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3,3.0,-1.0,-1.0,3,3.0,1.0,-1.0
3534,Kazakhstan,2.0,30.0,7.0,2.0,2.0,5.0,1.0,11.0,4.0,-3.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,-1.0,2.0,0.0,1.0,-2.0,3,3.0,0.0,1.0,3,3.0,0.0,-1.0
3535,Kazakhstan,1.0,50.0,23.0,1.0,0.0,5.0,-1.0,11.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0,1.0,-1.0,0.0,3,3.0,-1.0,-1.0
3536,Kazakhstan,2.0,29.0,9.0,2.0,2.0,3.0,0.0,11.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,2,3.0,2.0,-1.0,3,3.0,3.0,-2.0
3537,Kazakhstan,1.0,58.0,23.0,2.0,2.0,5.0,0.0,11.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3,3.0,1.0,-2.0,3,3.0,2.0,-2.0
