,country,sex,age,marriage_duration_years,num_children_total,num_children_inhome,edu_level,material_situation,religion,religiosity,pension,enjoy_spouse_company,happiness,spouse_attraction,spouse_enjoy_doing_things_together,spouse_enjoy_cuddling,spouse_respect,spouse_pride,spouse_romance,spouse_love,marital_satisfaction,spouse_satisfaction,relationship_satisfaction,natl_pride_in_parents,natl_pride_in_children,natl_aging_parents_live_with_children,natl_children_live_at_home_marraige,indv_pride_in_parents,indv_pride_in_children,indv_aging_parents_live_with_children,indv_children_live_at_home_marraige
0,Brazil ,Male,21.0,2.0,0.0,0.0,Bachelors or Masters degree,Average,Protestant,Moderately,Neither agree nor disagree,Yes,Yes,Yes,Yes,Rather yes,Rather yes,Yes,Yes,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1,Brazil ,Male,29.0,3.0,1.0,0.0,Bachelors or Masters degree,Average,Protestant,Somewhat religious,Disagree slightly,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Rather yes,Yes,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Agree somewhat,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2,Brazil ,Male,30.0,7.0,0.0,0.0,Bachelors or Masters degree,Average,Protestant,Moderately,Neither agree nor disagree,Yes,Yes,Rather yes,Yes,Yes,Yes,Yes,Neither yes or no,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Agree somewhat,Strongly agree,Agree somewhat,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
3,Brazil ,Male,30.0,7.0,1.0,1.0,Bachelors or Masters degree,Average,Protestant,Somewhat religious,Disagree strongly,Yes,Yes,Yes,Yes,Yes,Yes,Rather yes,Rather yes,Yes,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Agree slightly,Strongly agree,Strongly agree,Agree somewhat,Strongly agree,Strongly agree,Strongly agree,Strongly agree
4,Brazil ,Male,28.0,9.0,0.0,0.0,High school or technical school,Better than average,Protestant,Slightly religious,Disagree strongly,Yes,Rather yes,Yes,Yes,Yes,Yes,Yes,Rather yes,Yes,Very Satisfied,Somewhat Satisfied,Very Satisfied,Agree slightly,Agree somewhat,Agree slightly,Agree somewhat,Strongly agree,Strongly agree,Strongly agree,Strongly agree
5,Brazil ,Male,39.0,9.0,1.0,0.0,Bachelors or Masters degree,Average,Protestant,Somewhat religious,Neither agree nor disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Rather yes,Yes,Somewhat Satisfied,Somewhat Satisfied,Slightly Satisfied,Agree slightly,Strongly agree,Disagree slightly,Agree slightly,Strongly agree,Strongly agree,Agree slightly,Strongly agree
6,Brazil ,Male,30.0,7.0,2.0,2.0,Bachelors or Masters degree,Average,Protestant,Slightly religious,Agree slightly,Yes,Yes,Rather yes,Yes,Yes,Rather yes,Rather yes,Yes,Yes,Neutral,Neutral,Neutral,Agree somewhat,Strongly agree,Disagree slightly,Agree slightly,Agree somewhat,Agree somewhat,Agree slightly,Strongly agree
7,Brazil ,Male,40.0,20.0,2.0,2.0,Bachelors or Masters degree,Average,Protestant,Extremely,Disagree somewhat,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Disagree somewhat,Disagree slightly,Neither agree nor disagree,Agree slightly,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree
8,Brazil ,Female,43.0,22.0,2.0,2.0,High school or technical school,Average,Protestant,Slightly religious,Disagree slightly,Rather yes,Rather yes,Yes,Rather yes,Yes,Rather yes,Rather yes,Rather yes,Rather yes,Slightly Dissatisfied,Slightly Dissatisfied,Slightly Dissatisfied,Agree slightly,Strongly agree,Agree slightly,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree
9,Brazil ,Female,34.0,2.0,1.0,0.0,Bachelors or Masters degree,Better than average,Protestant,Moderately,Agree slightly,Neither yes or no,No,Rather yes,Rather yes,Rather yes,Yes,Rather yes,Neither yes or no,Neither yes or no,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Agree slightly,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree somewhat
10,Brazil ,Female,52.0,27.0,2.0,0.0,Secondary school,Better than average,Protestant,Not at all,Disagree strongly,Yes,Rather yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very Satisfied,Very Satisfied,Somewhat Satisfied,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Strongly agree,Strongly agree,Disagree slightly,Agree somewhat
11,Brazil ,Male,33.0,4.0,1.0,1.0,Bachelors or Masters degree,Average,Protestant,Moderately,Disagree somewhat,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Agree slightly,Agree somewhat,Neither agree nor disagree,Agree slightly,Agree somewhat,Agree somewhat,Disagree slightly,Agree somewhat
12,Brazil ,Male,32.0,1.0,0.0,0.0,Bachelors or Masters degree,Better than average,Protestant,Extremely,Agree slightly,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Strongly agree,Strongly agree,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree slightly
13,Brazil ,Male,32.0,1.0,0.0,0.0,Bachelors or Masters degree,Better than average,Protestant,Slightly religious,Agree somewhat,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Agree somewhat,Agree somewhat,Agree slightly,Agree somewhat,Strongly agree,Strongly agree,Agree slightly,Agree slightly
14,Brazil ,Male,29.0,5.0,1.0,1.0,Bachelors or Masters degree,Better than average,Protestant,Extremely,Agree somewhat,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Rather yes,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Neither agree nor disagree,Agree slightly,Agree slightly,Strongly agree,Strongly agree,Strongly agree,Disagree slightly,Disagree somewhat
15,Brazil ,Male,48.0,24.0,2.0,0.0,Bachelors or Masters degree,Better than average,Protestant,Slightly irreligious,Disagree strongly,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Agree slightly,Disagree somewhat,Agree slightly,Disagree somewhat,Disagree strongly,Disagree strongly,Neither agree nor disagree,Disagree strongly
16,Brazil ,Male,47.0,15.0,2.0,2.0,Bachelors or Masters degree,Better than average,Catholic,Somewhat religious,Strongly agree,Yes,Yes,Yes,Yes,Rather yes,Yes,Yes,Rather yes,Rather yes,Very Satisfied,Very Satisfied,Very Satisfied,Agree slightly,Strongly agree,Agree somewhat,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
17,Brazil ,Male,24.0,2.0,0.0,0.0,Bachelors or Masters degree,Average,Catholic,Extremely,Agree slightly,Yes,Rather yes,Yes,Yes,Yes,Yes,Rather yes,Yes,Yes,Somewhat Satisfied,Slightly Satisfied,Somewhat Satisfied,Agree somewhat,Strongly agree,Agree slightly,Agree slightly,Strongly agree,Strongly agree,Strongly agree,Strongly agree
18,Brazil ,Male,37.0,7.0,0.0,0.0,Bachelors or Masters degree,Better than average,Catholic,Moderately,Disagree somewhat,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Strongly agree,Strongly agree,Agree somewhat,Agree somewhat,Strongly agree,Strongly agree,Agree somewhat,Strongly agree
19,Brazil ,Male,31.0,4.0,0.0,0.0,Bachelors or Masters degree,Much better than average,Catholic,Slightly religious,Disagree strongly,Yes,Rather yes,Rather yes,Yes,Rather yes,Yes,Rather yes,Rather yes,Yes,Slightly Satisfied,Slightly Satisfied,Slightly Satisfied,Neither agree nor disagree,Strongly agree,Agree slightly,Agree somewhat,Strongly agree,Strongly agree,Agree somewhat,Strongly agree
20,Brazil ,Male,31.0,5.0,1.0,1.0,Bachelors or Masters degree,Better than average,Catholic,Moderately,Disagree strongly,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Strongly agree,Strongly agree,Agree slightly,Strongly agree,Agree somewhat,Strongly agree,Agree somewhat,Strongly agree
21,Brazil ,Male,19.0,2.0,0.0,0.0,High school or technical school,Average,Catholic,Slightly religious,Disagree somewhat,Yes,Rather yes,Neither yes or no,Yes,Yes,Neither yes or no,Yes,Rather no,Rather no,Neutral,Very Satisfied,Slightly Satisfied,Agree slightly,Strongly agree,Disagree slightly,Neither agree nor disagree,Strongly agree,Strongly agree,Agree slightly,Strongly agree
22,Brazil ,Male,30.0,1.0,0.0,0.0,Bachelors or Masters degree,Average,Catholic,Moderately,Disagree strongly,Yes,Rather yes,Rather yes,Yes,Yes,Yes,Rather yes,Neither yes or no,Yes,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Agree slightly,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree
23,Brazil ,Male,30.0,2.0,0.0,0.0,Bachelors or Masters degree,Much better than average,Catholic,Moderately,Agree somewhat,Yes,Rather yes,Yes,Yes,Yes,Rather yes,Rather yes,Rather yes,Yes,Slightly Satisfied,Slightly Satisfied,Slightly Satisfied,Agree somewhat,Agree somewhat,Agree slightly,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree
24,Brazil ,Male,28.0,6.0,0.0,0.0,Bachelors or Masters degree,Better than average,Catholic,Moderately,Disagree slightly,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Agree somewhat,Strongly agree,Disagree slightly,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree
25,Brazil ,Female,26.0,1.0,0.0,0.0,Bachelors or Masters degree,Average,Catholic,Moderately,Disagree strongly,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Rather yes,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Agree somewhat,Strongly agree,Disagree slightly,Strongly agree,Agree slightly,Agree somewhat,Neither agree nor disagree,Strongly agree
26,Brazil ,Male,40.0,17.0,1.0,1.0,Bachelors or Masters degree,Better than average,Catholic,Slightly irreligious,Disagree somewhat,Rather yes,Rather no,Rather yes,Rather yes,Neither yes or no,Rather yes,Yes,Rather no,Neither yes or no,Somewhat Dissatisfied,Slightly Dissatisfied,Somewhat Dissatisfied,Agree somewhat,Agree somewhat,Disagree slightly,Agree somewhat,Strongly agree,Strongly agree,Disagree slightly,Strongly agree
27,Brazil ,Male,32.0,2.0,0.0,0.0,Bachelors or Masters degree,Average,Catholic,Moderately,Disagree strongly,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Neither agree nor disagree,Strongly agree,Disagree slightly,Disagree slightly,Agree slightly,Strongly agree,Disagree strongly,Strongly agree
28,Brazil ,Male,34.0,6.0,1.0,1.0,Bachelors or Masters degree,Average,Catholic,Moderately,Agree somewhat,Yes,Yes,Rather yes,Rather yes,Rather yes,Yes,Yes,Rather yes,Yes,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Strongly agree,Strongly agree,Agree somewhat,Strongly agree,Strongly agree,Strongly agree,Agree somewhat,Agree somewhat
29,Brazil ,Male,29.0,1.0,0.0,0.0,Bachelors or Masters degree,Better than average,Catholic,Slightly irreligious,Disagree strongly,Yes,Rather yes,Yes,Yes,Yes,Yes,Yes,Rather yes,Yes,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat
30,Brazil ,Female,33.0,15.0,0.0,0.0,Bachelors or Masters degree,Better than average,Catholic,Moderately,Agree slightly,Rather yes,Neither yes or no,Rather yes,Rather yes,Neither yes or no,Yes,Yes,Neither yes or no,Rather yes,Slightly Satisfied,Slightly Satisfied,Slightly Satisfied,Neither agree nor disagree,Agree somewhat,Disagree slightly,Agree slightly,Agree somewhat,Agree somewhat,Neither agree nor disagree,Agree somewhat
31,Brazil ,Male,31.0,8.0,0.0,0.0,Bachelors or Masters degree,Better than average,Catholic,Somewhat irreligious,Neither agree nor disagree,Yes,Yes,Rather yes,Yes,Yes,Yes,Yes,Rather yes,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Agree somewhat,Agree somewhat,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Disagree slightly,Agree somewhat
32,Brazil ,Male,34.0,8.0,1.0,1.0,Bachelors or Masters degree,Better than average,Catholic,Moderately,Agree somewhat,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Rather yes,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Strongly agree,Strongly agree,Disagree strongly,Agree somewhat,Strongly agree,Strongly agree,Disagree somewhat,Agree somewhat
33,Brazil ,Male,52.0,22.0,1.0,1.0,Bachelors or Masters degree,Average,Catholic,Slightly religious,Agree slightly,Rather yes,Rather no,No,Rather no,Neither yes or no,Rather yes,Rather yes,No,No,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Strongly agree,Strongly agree,Agree slightly,Agree somewhat,Strongly agree,Strongly agree,Agree somewhat,Agree slightly
34,Brazil ,Female,60.0,26.0,2.0,0.0,Bachelors or Masters degree,Average,Catholic,Slightly religious,Agree slightly,Rather yes,Yes,Yes,Rather yes,Yes,Yes,Yes,Rather yes,Yes,Slightly Satisfied,Slightly Satisfied,Slightly Satisfied,Agree slightly,Agree somewhat,Agree somewhat,Agree slightly,Strongly agree,Strongly agree,Agree slightly,Agree slightly
35,Brazil ,Female,33.0,2.0,0.0,0.0,Bachelors or Masters degree,Better than average,Catholic,Moderately,Disagree somewhat,Rather yes,Rather yes,Rather yes,Rather yes,Rather yes,Rather yes,Rather yes,Neither yes or no,Yes,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Neither agree nor disagree,Agree slightly,Neither agree nor disagree,Agree slightly,Agree slightly,Agree slightly,Agree slightly,Agree slightly
36,Brazil ,Male,42.0,17.0,1.0,1.0,Bachelors or Masters degree,Better than average,Catholic,Somewhat religious,Neither agree nor disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat Satisfied,Somewhat Satisfied,Very Satisfied,Neither agree nor disagree,Agree somewhat,Neither agree nor disagree,Agree somewhat,Strongly agree,Strongly agree,Neither agree nor disagree,Agree slightly
37,Brazil ,Male,25.0,4.0,0.0,0.0,High school or technical school,Better than average,Catholic,Slightly religious,Disagree somewhat,Yes,Rather yes,Rather yes,Yes,Rather yes,Yes,Rather yes,Rather yes,Rather yes,Neutral,Slightly Satisfied,Slightly Satisfied,Agree slightly,Strongly agree,Disagree slightly,Agree somewhat,Strongly agree,Strongly agree,Neither agree nor disagree,Agree slightly
38,Brazil ,Male,30.0,9.0,0.0,0.0,Bachelors or Masters degree,Average,Catholic,Somewhat irreligious,Neither agree nor disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Rather yes,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Agree somewhat,Strongly agree,Agree slightly,Strongly agree,Strongly agree,Strongly agree,Disagree somewhat,Agree slightly
39,Brazil ,Male,25.0,5.0,1.0,0.0,High school or technical school,Better than average,Catholic,Somewhat religious,Disagree strongly,Yes,Rather yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Neutral,Slightly Satisfied,Slightly Satisfied,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Disagree somewhat,Agree slightly
40,Brazil ,Male,29.0,6.0,0.0,0.0,Bachelors or Masters degree,Average,Catholic,Slightly irreligious,Disagree strongly,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Agree slightly,Agree slightly,Disagree slightly,Agree somewhat,Strongly agree,Strongly agree,Disagree somewhat,Agree slightly
41,Brazil ,Female,43.0,18.0,2.0,2.0,High school or technical school,Average,Catholic,Slightly religious,Disagree somewhat,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Neither agree nor disagree,Agree somewhat,Disagree somewhat,Strongly agree,Agree somewhat,Strongly agree,Disagree strongly,Agree slightly
42,Brazil ,Male,28.0,4.0,1.0,1.0,Bachelors or Masters degree,Better than average,Catholic,Extremely,Disagree strongly,Yes,Yes,Rather yes,Yes,Yes,Yes,Yes,Yes,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Agree somewhat,Agree somewhat,Neither agree nor disagree,Agree slightly,Agree somewhat,Agree somewhat,Agree slightly,Neither agree nor disagree
43,Brazil ,Male,27.0,3.0,0.0,0.0,Bachelors or Masters degree,Average,Catholic,Slightly irreligious,Disagree strongly,Yes,Rather yes,Yes,Yes,Yes,Yes,Neither yes or no,Rather yes,Rather yes,Neutral,Slightly Satisfied,Slightly Satisfied,Agree slightly,Agree somewhat,Disagree somewhat,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree
44,Brazil ,Male,27.0,8.0,0.0,0.0,Bachelors or Masters degree,Better than average,Catholic,Slightly religious,Agree somewhat,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat Satisfied,Very Satisfied,Somewhat Satisfied,Strongly agree,Strongly agree,Disagree slightly,Agree slightly,Strongly agree,Strongly agree,Disagree somewhat,Neither agree nor disagree
45,Brazil ,Male,35.0,2.0,0.0,0.0,Bachelors or Masters degree,Better than average,Catholic,Slightly irreligious,Disagree somewhat,Yes,Rather yes,Yes,Yes,Yes,Yes,Yes,Rather yes,Yes,Slightly Satisfied,Neutral,Neutral,Disagree slightly,Agree slightly,Disagree slightly,Strongly agree,Strongly agree,Strongly agree,Disagree somewhat,Disagree slightly
46,Brazil ,Male,29.0,7.0,2.0,2.0,Bachelors or Masters degree,Much better than average,Catholic,Somewhat religious,Neither agree nor disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Strongly agree,Strongly agree,Neither agree nor disagree,Agree somewhat,Agree somewhat,Agree somewhat,Disagree slightly,Disagree somewhat
47,Brazil ,Male,27.0,1.0,0.0,0.0,Bachelors or Masters degree,Better than average,Catholic,Moderately,Disagree strongly,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Agree somewhat,Strongly agree,Neither agree nor disagree,Agree slightly,Strongly agree,Strongly agree,Neither agree nor disagree,Disagree strongly
48,Brazil ,Male,33.0,13.0,2.0,3.0,Bachelors or Masters degree,Much better than average,Muslim,Somewhat irreligious,Neither agree nor disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Agree somewhat,Strongly agree,Strongly agree,Strongly agree,Agree somewhat,Strongly agree,Agree slightly,Agree slightly
49,Brazil ,Female,54.0,13.0,1.0,1.0,Bachelors or Masters degree,Better than average,Muslim,Not at all,Agree slightly,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Neither agree nor disagree,Agree slightly,Neither agree nor disagree,Agree somewhat,Agree somewhat,Strongly agree,Neither agree nor disagree,Agree slightly
50,Brazil ,Female,38.0,7.0,1.0,1.0,Bachelors or Masters degree,Better than average,Muslim,Slightly irreligious,Disagree somewhat,Yes,Neither yes or no,Yes,Yes,Yes,Yes,Yes,Rather yes,Yes,Slightly Satisfied,Slightly Satisfied,Slightly Satisfied,Agree slightly,Strongly agree,Agree slightly,Disagree slightly,Agree slightly,Agree somewhat,Neither agree nor disagree,Disagree slightly
51,Brazil ,Male,24.0,6.0,0.0,0.0,Bachelors or Masters degree,Better than average,None,Somewhat irreligious,Neither agree nor disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Agree slightly,Agree slightly,Neither agree nor disagree,Agree somewhat,Strongly agree,Strongly agree,Agree somewhat,Strongly agree
52,Brazil ,Female,35.0,7.0,0.0,0.0,Bachelors or Masters degree,Better than average,None,Not at all,Disagree strongly,Yes,Rather yes,Rather yes,Yes,Yes,Yes,Yes,Yes,Yes,Very Satisfied,Very Satisfied,Somewhat Satisfied,Disagree slightly,Agree slightly,Disagree somewhat,Agree somewhat,Strongly agree,Strongly agree,Agree somewhat,Strongly agree
53,Brazil ,Female,27.0,3.0,0.0,0.0,Bachelors or Masters degree,Better than average,None,Not at all,Neither agree nor disagree,Yes,Yes,Yes,Rather yes,Yes,Yes,Yes,Yes,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Agree somewhat,Strongly agree,Disagree somewhat,Agree slightly,Strongly agree,Strongly agree,Agree somewhat,Strongly agree
54,Brazil ,Male,23.0,1.0,0.0,0.0,High school or technical school,Average,None,Somewhat irreligious,Agree slightly,Yes,Neither yes or no,Yes,Yes,Yes,Yes,Yes,Rather yes,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Disagree strongly,Strongly agree,Disagree strongly,Disagree somewhat,Strongly agree,Strongly agree,Agree slightly,Strongly agree
55,Brazil ,Male,60.0,36.0,3.0,0.0,Bachelors or Masters degree,Much better than average,None,Not at all,Strongly agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Agree somewhat,Agree somewhat,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree
56,Brazil ,Female,29.0,2.0,0.0,0.0,Bachelors or Masters degree,Better than average,None,Not at all,Agree somewhat,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat Satisfied,Somewhat Satisfied,Very Satisfied,Agree somewhat,Strongly agree,Disagree somewhat,Agree somewhat,Agree somewhat,Strongly agree,Disagree strongly,Strongly agree
57,Brazil ,Female,31.0,8.0,0.0,0.0,Bachelors or Masters degree,Better than average,None,Not at all,Disagree slightly,Yes,Rather no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Neutral,Neutral,Neutral,Disagree slightly,Strongly agree,Disagree strongly,Agree somewhat,Agree somewhat,Agree somewhat,Disagree strongly,Strongly agree
58,Brazil ,Female,57.0,2.0,3.0,0.0,Bachelors or Masters degree,Average,None,Not at all,Disagree somewhat,Yes,Rather yes,Yes,Yes,Yes,Yes,Yes,Yes,Rather yes,Somewhat Satisfied,Very Satisfied,Somewhat Satisfied,Agree somewhat,Strongly agree,Agree somewhat,Strongly agree,Strongly agree,Strongly agree,Agree somewhat,Agree somewhat
59,Brazil ,Male,30.0,4.0,0.0,0.0,Bachelors or Masters degree,Better than average,None,Not at all,Disagree somewhat,Yes,Yes,Yes,Rather yes,Yes,Yes,Yes,Neither yes or no,Yes,Somewhat Satisfied,Slightly Satisfied,Very Satisfied,Agree somewhat,Strongly agree,Agree somewhat,Strongly agree,Strongly agree,Strongly agree,Agree somewhat,Agree somewhat
60,Brazil ,Female,32.0,14.0,0.0,0.0,Bachelors or Masters degree,Much better than average,None,Not at all,Neither agree nor disagree,Yes,Yes,Neither yes or no,Yes,Neither yes or no,Rather yes,Rather yes,Neither yes or no,Rather yes,Neutral,Neutral,Neutral,Neither agree nor disagree,Strongly agree,Agree somewhat,Agree somewhat,Strongly agree,Strongly agree,Agree somewhat,Agree somewhat
61,Brazil ,Male,39.0,1.0,1.0,1.0,Bachelors or Masters degree,Average,None,Somewhat irreligious,Disagree slightly,Yes,Rather yes,Yes,Yes,Yes,Yes,Yes,Rather yes,Yes,Neutral,Neutral,Slightly Dissatisfied,Neither agree nor disagree,Agree somewhat,Agree somewhat,Agree somewhat,Strongly agree,Strongly agree,Agree somewhat,Agree somewhat
62,Brazil ,Male,33.0,8.0,0.0,0.0,Bachelors or Masters degree,Better than average,None,Somewhat irreligious,Disagree somewhat,Yes,Rather yes,Rather yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat Satisfied,Very Satisfied,Very Satisfied,Agree somewhat,Agree somewhat,Agree slightly,Agree somewhat,Strongly agree,Strongly agree,Agree somewhat,Agree somewhat
63,Brazil ,Female,26.0,3.0,1.0,1.0,Bachelors or Masters degree,Better than average,None,Slightly irreligious,Neither agree nor disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Slightly Satisfied,Somewhat Satisfied,Slightly Satisfied,Agree slightly,Strongly agree,Agree slightly,Agree somewhat,Agree somewhat,Strongly agree,Agree somewhat,Agree somewhat
64,Brazil ,Male,27.0,2.0,0.0,0.0,Bachelors or Masters degree,Better than average,None,Somewhat irreligious,Disagree somewhat,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Agree slightly,Strongly agree,Agree somewhat,Disagree slightly,Agree somewhat,Strongly agree,Agree somewhat,Agree somewhat
65,Brazil ,Female,31.0,1.0,0.0,0.0,Bachelors or Masters degree,Better than average,None,Somewhat irreligious,Neither agree nor disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Rather yes,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Agree somewhat,Agree somewhat,Agree somewhat,Agree slightly,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat
66,Brazil ,Male,23.0,7.0,2.0,2.0,Bachelors or Masters degree,Better than average,None,Not at all,Agree slightly,Rather yes,Rather yes,Neither yes or no,Rather yes,Neither yes or no,Rather no,Rather no,Neither yes or no,Yes,Slightly Dissatisfied,Slightly Dissatisfied,Slightly Dissatisfied,Strongly agree,Strongly agree,Agree slightly,Agree slightly,Agree slightly,Agree slightly,Agree somewhat,Agree somewhat
67,Brazil ,Male,40.0,20.0,3.0,3.0,High school or technical school,Better than average,None,Not at all,Disagree strongly,Yes,Yes,Rather yes,Yes,Yes,Yes,Yes,Rather yes,Yes,Very Satisfied,Somewhat Satisfied,Very Satisfied,Neither agree nor disagree,Agree somewhat,Agree somewhat,Strongly agree,Strongly agree,Strongly agree,Agree slightly,Agree somewhat
68,Brazil ,Female,26.0,6.0,0.0,0.0,Bachelors or Masters degree,Better than average,None,Not at all,Disagree strongly,Rather yes,Rather yes,Rather yes,Rather yes,Rather yes,Rather yes,Rather yes,Rather yes,Yes,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Agree slightly,Agree somewhat,Neither agree nor disagree,Agree somewhat,Strongly agree,Strongly agree,Agree slightly,Agree somewhat
69,Brazil ,Male,30.0,6.0,0.0,0.0,Bachelors or Masters degree,Better than average,None,Slightly irreligious,Agree somewhat,Yes,Rather yes,Rather yes,Yes,Rather yes,Yes,Rather yes,Rather yes,Rather yes,Somewhat Satisfied,Somewhat Satisfied,Slightly Satisfied,Strongly agree,Agree somewhat,Disagree somewhat,Disagree somewhat,Neither agree nor disagree,Agree slightly,Agree slightly,Agree somewhat
70,Brazil ,Male,31.0,2.0,2.0,3.0,Bachelors or Masters degree,Better than average,None,Slightly religious,Strongly agree,Yes,Rather yes,Yes,Yes,Yes,Yes,Yes,Rather yes,Yes,Slightly Satisfied,Neutral,Neutral,Strongly agree,Strongly agree,Agree somewhat,Agree somewhat,Strongly agree,Strongly agree,Neither agree nor disagree,Agree somewhat
