,country,sex,age,marriage_duration_years,num_children_total,num_children_inhome,edu_level,material_situation,religion,religiosity,pension,enjoy_spouse_company,happiness,spouse_attraction,spouse_enjoy_doing_things_together,spouse_enjoy_cuddling,spouse_respect,spouse_pride,spouse_romance,spouse_love,marital_satisfaction,spouse_satisfaction,relationship_satisfaction,natl_pride_in_parents,natl_pride_in_children,natl_aging_parents_live_with_children,natl_children_live_at_home_marraige,indv_pride_in_parents,indv_pride_in_children,indv_aging_parents_live_with_children,indv_children_live_at_home_marraige
3891,Mexico,2,45,15,1,1,5,0,Catholic,3,1,-1,-1,0,1,0,0,1,0,1,0,1,-1,2,2,1,1,2,2,-1,-1
3892,Mexico,1,54,22,2,2,5,2,Catholic,1,2,2,2,2,2,2,2,2,1,2,1,2,1,0,0,2,2,3,3,-2,-1
3893,Mexico,1,33,2,1,1,5,1,Catholic,4,3,2,2,2,2,2,2,2,2,2,-3,-3,-3,2,2,0,1,3,3,-2,-1
3894,Mexico,2,52,22,2,2,5,1,Catholic,6,-3,2,2,0,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,-2,-1
3895,Mexico,2,46,19,2,2,3,1,Catholic,3,1,2,2,2,2,1,2,1,1,2,1,1,1,0,1,-3,3,0,3,-3,-1
3896,Mexico,1,40,9,2,2,5,0,Catholic,3,-3,2,2,2,2,2,2,2,2,2,1,2,2,0,2,2,2,0,2,2,-2
3897,Mexico,1,49,20,2,2,5,0,Catholic,4,-3,2,2,2,2,2,2,2,2,2,2,2,2,-1,0,1,-1,3,3,1,-2
3898,Mexico,2,30,1,0,0,5,2,Catholic,4,1,2,2,2,2,2,2,2,1,2,2,1,1,3,3,1,2,2,3,1,-2
3899,Mexico,2,21,1,0,0,5,0,Catholic,3,0,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,3,3,0,-2
3900,Mexico,2,34,4,1,1,2,1,Catholic,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,-1,2,2,0,-2
3901,Mexico,2,32,4,0,0,5,0,Catholic,4,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,-1,2,3,3,-1,-2
3902,Mexico,1,44,11,2,2,2,-1,Catholic,4,1,2,2,2,1,2,2,2,1,2,3,3,3,2,1,3,-2,3,3,-1,-2
3903,Mexico,1,28,8,2,2,5,2,Catholic,3,-3,2,2,2,2,2,2,2,2,2,3,3,3,0,3,-2,0,3,3,-2,-2
3904,Mexico,1,47,21,1,1,5,0,Catholic,1,3,2,2,2,2,2,2,2,2,2,1,1,1,3,3,-2,3,2,3,-2,-2
3905,Mexico,1,29,8,2,2,4,1,Catholic,3,3,2,2,2,2,2,2,2,2,2,3,3,3,2,2,0,-2,2,2,0,-2
3906,Mexico,2,55,27,1,1,3,0,Catholic,5,0,2,2,2,2,2,2,2,2,2,3,3,3,0,1,0,-1,2,3,3,-3
3907,Mexico,2,26,1,0,0,5,1,Catholic,4,-3,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,1,3,3,1,-3
3908,Mexico,2,31,7,2,2,5,0,Catholic,2,1,2,2,2,2,2,2,2,2,2,-3,-3,-3,3,2,0,-1,3,3,0,-3
3909,Mexico,1,53,33,4,2,4,0,Catholic,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,0,-2,3,2,0,-3
3910,Mexico,2,32,6,2,2,1,0,Catholic,5,0,0,0,0,0,2,2,2,-2,2,-2,-1,-1,2,3,2,3,0,3,-1,-3
3911,Mexico,2,52,8,4,0,3,1,Catholic,2,3,2,2,1,2,-2,0,-2,-2,2,1,2,1,1,3,-3,-3,3,3,-3,-3
3912,Mexico,2,37,7,1,1,5,0,Catholic,5,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,-3,-2,-2,-2,-3,-3
3913,Mexico,2,45,19,2,2,5,1,Catholic,5,-1,2,2,0,1,1,1,2,1,2,-2,-2,-2,1,3,1,3,3,3,2,3
3914,Mexico,1,37,3,1,5,2,1,Muslim,1,3,2,2,2,2,2,2,2,2,2,3,3,3,0,3,3,3,3,3,3,3
3915,Mexico,2,47,24,1,5,3,1,Muslim,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,3,1,-2
3916,Mexico,2,40,8,1,1,5,0,None,1,-3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,3,3,3,3,2
3917,Mexico,1,30,9,2,2,4,0,None,1,0,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2
3918,Mexico,1,35,15,0,0,5,0,None,4,-3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,3,2,1
3919,Mexico,1,64,2,3,3,5,0,None,1,1,2,2,2,2,2,2,2,2,2,3,3,3,2,2,-1,1,2,2,1,1
3920,Mexico,2,31,4,0,0,5,1,None,1,-2,2,2,2,2,2,2,2,1,2,3,3,3,1,2,0,2,3,3,2,0
3921,Mexico,2,25,2,1,1,5,0,None,1,-3,2,1,2,2,2,2,2,1,2,1,1,1,1,2,-3,3,2,1,2,0
3922,Mexico,1,35,9,1,1,5,0,None,1,1,1,1,1,1,1,1,1,1,1,-2,-1,-1,2,3,2,3,2,3,0,-1
3923,Mexico,1,43,8,1,1,5,0,None,1,-3,2,2,2,2,2,2,2,1,2,2,2,2,1,3,1,1,2,2,-3,-2
3924,Mexico,2,59,13,2,0,4,1,None,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,0,3,3,3,0,-3
3925,Mexico,2,30,4,0,0,5,1,None,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,0,2,-1,-3
3926,Mexico,1,54,33,2,0,5,0,None,1,1,2,2,2,2,2,2,2,2,2,3,3,3,2,2,0,2,0,2,-3,-3
3927,Mexico,2,57,25,2,2,5,1,None,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,0,1,-3,-3
3928,Mexico,2,27,4,0,0,5,0,None,1,-3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,-2,0,0,-3,-3
3929,Mexico,2,24,3,2,3,4,1,None,1,0,0,1,2,1,2,0,0,-1,2,0,1,1,1,1,-2,-2,-1,-1,-3,-3
3930,Mexico,1,55,26,3,3,3,0,Jewish,3,2,2,2,2,2,2,2,2,2,2,-2,0,0,3,2,2,1,3,3,2,2
3931,Mexico,2,37,21,4,4,4,0,Jewish,5,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,-2,-1,3,3,1,2
3932,Mexico,1,50,25,2,4,3,1,Jewish,7,3,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,3,2,3,-2,1
3933,Mexico,2,28,0,0,0,5,0,Jewish,3,-1,-2,1,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-1,2,0,0,2,2,0,0
3934,Mexico,1,60,13,2,0,5,1,Buddhist,4,1,2,2,2,2,2,2,2,2,2,3,3,3,1,2,0,3,3,3,0,0
3935,Mexico,2,31,1,2,2,5,0,Buddhist,4,1,1,1,2,2,2,1,1,2,2,0,0,0,-1,0,-2,2,3,3,1,-2
3936,Mexico,1,30,1,0,0,5,1,Buddhist,5,-1,2,1,1,2,2,1,2,2,2,1,1,1,1,1,2,3,2,2,0,-2
3937,Mexico,1,38,8,1,1,5,1,Buddhist,4,-2,1,0,2,1,2,2,0,-1,1,0,0,0,2,3,1,0,3,3,0,-3
3938,Mexico,2,46,25,2,1,4,0,Jehovah,4,-3,2,2,0,0,2,2,0,2,2,0,0,1,3,3,3,3,3,3,3,3
3939,Mexico,1,41,9,2,2,3,0,Jehovah,3,0,2,2,2,2,2,2,2,2,2,3,3,3,2,0,-2,2,3,3,2,3
3940,Mexico,2,38,9,1,4,2,1,Jehovah,6,1,2,2,1,2,1,2,2,1,2,3,2,2,1,1,1,-2,3,3,2,3
3941,Mexico,2,29,4,1,1,2,0,Jehovah,3,0,2,1,2,2,2,2,2,1,2,2,2,2,2,1,0,3,3,3,2,2
3942,Mexico,2,20,1,0,0,5,0,Jehovah,1,-1,2,2,2,2,2,2,2,2,2,3,3,3,0,0,-2,1,2,3,2,2
3943,Mexico,1,40,15,3,3,2,0,Jehovah,4,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,0,3,3,2,2,2
3944,Mexico,1,29,2,1,1,2,2,Jehovah,4,0,1,2,2,2,2,2,2,2,2,3,3,3,0,2,2,2,0,0,2,2
3945,Mexico,2,26,5,1,1,3,0,Jehovah,1,0,2,0,0,2,2,0,0,-2,0,-3,-3,3,2,2,0,0,2,2,0,2
3946,Mexico,1,29,5,3,3,5,0,Jehovah,7,1,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,3,3,-1,2
3947,Mexico,1,25,3,1,1,5,1,Jehovah,1,-1,2,2,1,1,2,2,1,1,1,2,2,2,0,2,-2,2,2,2,-2,2
3948,Mexico,2,23,2,0,0,5,0,Jehovah,2,-1,2,2,2,2,2,2,2,2,2,3,3,3,1,2,-1,1,1,2,-1,1
3949,Mexico,2,54,30,2,1,4,1,Jehovah,4,3,0,2,0,0,2,2,0,0,2,0,0,0,3,3,-3,-2,1,1,0,-1
3950,Mexico,2,50,20,2,2,5,0,Jehovah,5,-3,2,1,2,1,2,2,2,2,2,2,3,2,-1,-1,0,2,2,3,2,-2
3951,Mexico,1,44,25,1,1,4,0,Jehovah,1,0,2,1,2,0,2,2,2,2,2,3,2,2,0,-1,-2,-3,2,1,0,-2
3952,Mexico,1,27,1,1,1,5,0,Jehovah,3,-2,2,1,2,2,2,1,2,0,2,1,1,3,-1,3,1,3,3,3,3,-3
3953,Mexico,1,32,4,0,0,3,1,Jehovah,1,0,2,2,2,2,2,2,2,1,2,3,3,3,2,3,-3,2,0,0,-3,-3
3954,Mexico,2,33,7,1,1,5,1,Did not answer,4,-3,2,2,2,2,2,2,2,2,2,3,3,3,2,3,0,-3,0,2,-2,-3
3955,Nigeria ,1,37,1,0,1,2,-1,Protestant,4,-1,0,0,1,0,2,0,1,2,0,-1,0,-1,3,3,3,3,3,3,3,3
3956,Nigeria ,1,38,15,0,0,3,-2,Protestant,4,-1,1,0,2,1,1,0,2,0,2,0,0,1,3,3,3,3,3,3,3,3
3957,Nigeria ,1,54,20,7,6,3,-2,Protestant,6,-2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
3958,Nigeria ,1,48,23,0,2,5,2,Protestant,5,1,2,2,1,2,1,2,2,2,2,2,2,3,3,3,2,3,3,3,3,3
3959,Nigeria ,2,43,12,1,2,5,0,Protestant,7,3,0,1,-1,0,0,0,1,1,1,-1,0,-1,3,3,2,2,3,3,3,3
3960,Nigeria ,2,48,10,0,2,5,2,Protestant,4,0,0,1,-1,0,0,0,1,1,1,-1,0,-1,3,3,2,2,3,3,3,3
3961,Nigeria ,2,48,10,1,2,5,2,Protestant,4,0,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,3,3,3,3
3962,Nigeria ,2,45,9,3,3,4,2,Protestant,7,0,2,2,1,1,2,1,2,2,1,1,2,3,3,3,3,3,2,3,3,3
3963,Nigeria ,1,28,5,5,5,4,1,Protestant,1,2,2,2,1,2,2,1,2,1,2,1,2,2,2,3,3,3,2,3,3,3
3964,Nigeria ,2,53,5,2,1,5,1,Protestant,5,3,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,3,3,2,3,3
3965,Nigeria ,2,36,2,3,2,5,1,Protestant,5,3,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,3,3,2,3,3
3966,Nigeria ,1,37,20,1,6,5,2,Protestant,7,1,2,2,2,2,1,2,2,2,2,3,3,3,3,3,-3,3,3,-3,3,3
3967,Nigeria ,2,37,3,1,1,5,1,Protestant,3,2,1,2,2,2,2,2,2,1,2,3,3,2,3,3,2,3,3,3,2,3
3968,Nigeria ,1,42,5,1,1,5,1,Protestant,7,-3,1,1,2,0,1,2,2,1,2,-1,1,1,3,3,-2,-3,3,2,2,3
3969,Nigeria ,1,27,1,0,0,5,2,Protestant,3,2,1,2,2,1,1,2,2,2,1,1,2,3,3,3,-2,-3,3,2,2,3
3970,Nigeria ,1,48,23,4,4,5,0,Protestant,5,1,2,2,1,2,2,2,2,1,0,2,1,3,2,3,0,0,2,2,2,3
3971,Nigeria ,1,54,25,6,5,2,-2,Protestant,5,-3,2,2,2,2,2,2,2,2,2,3,2,3,3,3,1,2,3,3,1,3
3972,Nigeria ,1,32,6,0,0,5,1,Protestant,5,3,2,2,1,2,2,2,2,2,2,2,3,2,3,2,3,1,1,2,1,3
3973,Nigeria ,1,54,30,0,3,4,0,Protestant,4,1,0,0,1,0,0,1,-1,0,1,-1,-1,0,1,2,1,2,1,1,1,3
3974,Nigeria ,1,39,11,2,2,5,0,Protestant,5,-3,1,2,2,2,2,1,2,2,2,3,2,1,3,3,2,1,3,3,3,2
3975,Nigeria ,1,56,34,6,8,5,-1,Protestant,3,0,2,1,2,2,2,2,2,2,2,2,3,2,2,2,1,1,1,3,3,2
3976,Nigeria ,1,45,16,2,2,5,2,Protestant,4,3,2,1,2,0,2,1,2,2,2,3,2,3,3,3,2,2,3,3,2,2
3977,Nigeria ,1,48,19,4,3,2,2,Protestant,5,2,0,1,2,2,1,2,0,2,1,2,1,2,3,3,2,0,3,3,2,2
3978,Nigeria ,1,32,13,4,5,5,2,Protestant,5,1,2,2,1,2,2,2,2,2,2,2,3,3,3,2,2,1,2,1,2,2
3979,Nigeria ,1,53,34,1,5,5,1,Protestant,6,1,0,0,-1,0,1,1,0,2,2,0,1,-1,3,1,2,1,2,0,2,2
3980,Nigeria ,2,58,39,5,10,5,1,Protestant,5,2,2,2,2,1,2,2,2,2,2,2,3,2,3,1,2,1,2,0,2,2
3981,Nigeria ,2,39,4,1,1,5,1,Protestant,5,3,2,2,2,1,2,2,2,2,2,2,3,3,3,3,3,3,1,1,1,2
3982,Nigeria ,2,34,1,0,0,5,1,Protestant,6,3,2,1,1,2,2,2,1,2,2,2,2,2,3,3,3,2,3,3,0,2
3983,Nigeria ,1,37,9,3,3,5,0,Protestant,4,3,2,2,1,1,2,2,2,2,2,2,2,2,3,3,-1,2,-1,3,-1,2
3984,Nigeria ,2,55,9,1,3,2,0,Protestant,7,3,2,2,1,1,0,0,2,2,1,2,1,2,3,2,-1,2,-1,3,-1,2
3985,Nigeria ,1,45,17,2,2,4,2,Protestant,4,2,1,2,2,2,2,2,2,2,2,1,2,2,3,3,0,1,3,3,3,1
3986,Nigeria ,1,42,14,5,5,4,1,Protestant,6,-1,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3,2,1,2,2,1
3987,Nigeria ,1,36,10,3,3,4,2,Protestant,6,2,0,-1,1,0,1,0,0,0,1,-1,0,1,1,2,3,2,1,2,2,1
3988,Nigeria ,1,33,11,0,0,5,1,Protestant,4,1,0,-1,1,0,1,0,0,0,1,-1,0,1,1,2,3,2,1,2,2,1
3989,Nigeria ,1,34,8,2,0,3,1,Protestant,4,1,2,2,2,2,2,2,2,2,2,3,3,3,1,2,3,2,1,2,2,1
3990,Nigeria ,1,29,1,0,0,5,1,Protestant,4,1,2,2,2,2,2,2,2,2,2,3,3,3,1,1,3,2,1,2,2,1
3991,Nigeria ,1,45,5,4,5,5,1,Protestant,7,2,0,1,0,2,1,0,2,2,2,0,1,0,1,2,2,1,1,1,2,1
3992,Nigeria ,2,36,4,0,0,5,2,Protestant,5,3,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,1,2,1,1
3993,Nigeria ,2,38,1,1,2,5,1,Protestant,4,3,2,2,2,2,1,1,2,1,2,2,3,2,1,2,3,3,1,1,1,1
3994,Nigeria ,1,45,11,1,3,5,0,Protestant,7,2,2,2,1,1,2,2,2,0,2,2,1,2,3,3,2,1,3,3,0,1
3995,Nigeria ,1,32,7,0,1,5,0,Protestant,7,3,2,2,1,2,1,0,1,1,2,1,2,2,3,3,1,1,3,3,0,1
3996,Nigeria ,2,52,16,2,4,2,2,Protestant,5,3,-2,-1,0,-1,1,0,1,0,1,-2,-2,-1,3,3,-1,3,2,3,0,1
3997,Nigeria ,1,33,9,3,6,4,1,Protestant,3,3,1,1,1,1,1,2,1,0,2,0,0,0,3,3,-1,3,2,3,0,1
3998,Nigeria ,2,37,2,3,3,5,0,Protestant,6,-3,2,2,1,1,2,2,2,2,2,3,3,3,3,3,-1,3,2,3,0,1
3999,Nigeria ,1,28,5,3,0,4,1,Protestant,4,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,3,3,3,-1,1
4000,Nigeria ,2,46,14,7,0,4,1,Protestant,4,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,3,3,3,-1,1
4001,Nigeria ,1,62,36,2,2,4,1,Protestant,4,-1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,3,3,3,-1,1
4002,Nigeria ,2,40,9,3,0,4,1,Protestant,4,1,2,2,2,2,2,2,2,2,2,3,3,3,3,-2,2,3,3,3,-1,1
4003,Nigeria ,1,49,13,5,7,5,0,Protestant,4,1,2,2,2,2,2,2,2,1,2,2,2,2,3,3,-2,-1,3,3,-2,1
4004,Nigeria ,1,40,24,5,7,5,1,Protestant,4,2,2,2,2,2,1,2,2,1,2,3,2,2,3,3,0,1,2,2,0,0
4005,Nigeria ,1,36,24,5,7,4,1,Protestant,7,3,2,2,1,0,1,2,-1,-1,2,0,0,0,3,3,-3,-3,3,3,-3,0
4006,Nigeria ,2,47,9,4,4,4,2,Protestant,5,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,-1,-1
4007,Nigeria ,2,49,3,1,4,5,2,Protestant,5,1,2,2,0,2,0,2,2,0,2,3,3,3,3,3,3,3,1,3,-1,-1
4008,Nigeria ,2,55,27,4,6,3,0,Protestant,5,1,2,2,1,1,2,1,1,2,2,1,2,2,3,3,-1,-2,-3,3,-1,-1
4009,Nigeria ,2,42,13,6,7,3,2,Protestant,5,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,-1,-2,-3,3,-1,-1
4010,Nigeria ,1,37,12,4,5,5,2,Protestant,4,1,2,1,2,2,2,2,0,2,2,2,1,2,3,3,3,1,3,3,2,-2
4011,Nigeria ,2,54,15,4,4,3,2,Protestant,6,-1,2,2,2,2,2,1,2,1,2,3,3,2,3,3,2,2,-1,2,2,-2
4012,Nigeria ,2,38,8,1,1,5,2,Protestant,7,2,2,1,0,2,2,1,0,1,2,1,2,2,3,2,2,2,-1,2,2,-2
4013,Nigeria ,1,57,32,3,0,5,0,Protestant,4,2,2,2,2,2,2,2,2,2,2,3,3,2,1,3,1,-1,1,3,1,-2
4014,Nigeria ,1,63,34,5,4,5,2,Protestant,4,3,2,2,2,2,2,2,2,2,1,3,3,2,1,3,1,-1,1,3,1,-2
4015,Nigeria ,1,34,1,1,1,5,2,Protestant,6,3,2,2,2,2,2,2,2,2,2,3,3,2,3,2,1,-1,1,3,1,-2
4016,Nigeria ,1,46,12,3,4,5,0,Protestant,4,1,2,2,2,2,2,2,2,2,2,3,3,2,3,2,1,-1,1,3,1,-2
4017,Nigeria ,2,37,5,4,3,5,1,Protestant,6,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,1,-1,1,3,1,-2
4018,Nigeria ,2,59,44,3,0,3,0,Protestant,4,2,2,2,2,2,2,2,2,2,2,3,3,2,1,2,1,-1,1,3,1,-2
4019,Nigeria ,1,60,30,3,0,5,0,Protestant,4,2,2,2,2,2,2,2,2,2,2,3,3,2,1,2,1,-1,1,3,1,-2
4020,Nigeria ,1,34,8,0,0,5,2,Protestant,6,3,2,2,2,1,2,2,2,2,2,2,3,3,2,2,3,3,1,1,1,-2
4021,Nigeria ,1,45,17,7,6,5,0,Protestant,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,-1,-3,3,3,-1,-3
4022,Nigeria ,2,34,3,2,0,5,0,Protestant,6,-1,2,2,1,2,2,2,2,2,2,3,3,3,3,3,-1,-3,3,3,-1,-3
4023,Nigeria ,1,45,12,2,3,4,2,Protestant,7,1,1,2,1,2,1,2,2,2,1,2,1,0,3,2,-1,-3,3,2,-1,-3
4024,Nigeria ,1,34,9,2,3,5,0,Protestant,4,3,2,2,2,2,2,1,1,2,2,3,1,2,3,2,-1,-3,3,2,-1,-3
4025,Nigeria ,2,46,15,6,3,3,2,Protestant,7,1,2,2,2,2,2,2,2,2,1,3,3,2,3,2,-1,-3,3,2,-1,-3
4026,Nigeria ,1,30,5,2,3,5,2,Protestant,7,1,2,2,2,2,2,2,2,2,2,3,3,3,3,2,-1,-3,3,2,-1,-3
4027,Nigeria ,1,45,18,0,0,2,-2,Catholic,5,-2,1,0,-1,1,-1,1,1,2,2,-1,0,-1,3,3,3,3,3,3,3,3
4028,Nigeria ,2,56,15,1,1,3,-1,Catholic,3,-2,1,0,1,0,0,0,0,1,0,-1,0,1,3,3,3,3,3,3,3,3
4029,Nigeria ,1,45,17,6,6,4,1,Catholic,6,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
4030,Nigeria ,1,50,21,4,6,3,2,Catholic,7,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
4031,Nigeria ,1,61,33,6,6,5,1,Catholic,6,0,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
4032,Nigeria ,1,48,24,4,5,5,2,Catholic,7,3,2,2,2,2,2,2,2,-2,2,3,3,3,3,3,3,3,3,3,3,3
4033,Nigeria ,2,45,8,3,3,3,1,Catholic,4,2,2,2,2,2,2,2,1,2,2,3,3,2,3,3,3,2,3,3,3,3
4034,Nigeria ,2,43,6,0,1,4,-1,Catholic,5,-2,0,1,0,2,1,0,1,2,2,0,1,2,3,3,1,2,3,3,3,3
4035,Nigeria ,2,43,6,0,0,3,0,Catholic,6,1,0,-1,0,1,0,1,2,1,2,1,0,1,3,3,3,3,2,3,3,3
4036,Nigeria ,2,36,1,0,0,5,1,Catholic,6,3,1,2,2,2,2,2,2,2,1,2,3,3,3,3,3,3,2,3,3,3
4037,Nigeria ,1,49,14,0,2,4,0,Catholic,3,-2,0,-1,0,0,1,0,1,-1,2,-1,-2,-2,2,3,3,3,2,3,3,3
4038,Nigeria ,1,34,9,3,3,5,2,Catholic,5,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,3,2,3,3,3
4039,Nigeria ,2,61,25,6,6,4,0,Catholic,4,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,3,2,3,3,3
4040,Nigeria ,2,38,4,2,1,5,1,Catholic,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,3,3,3,1,3,3,3
4041,Nigeria ,1,36,9,0,0,5,-1,Catholic,3,2,1,1,-2,0,-1,-1,1,0,1,0,-1,-1,3,2,1,3,3,2,3,3
4042,Nigeria ,1,48,25,4,4,3,0,Catholic,5,2,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,3,3,2,3,3
4043,Nigeria ,2,43,8,2,3,4,0,Catholic,5,2,2,2,2,1,2,2,2,1,1,0,1,2,3,3,2,1,2,2,3,3
4044,Nigeria ,1,35,6,2,2,5,2,Catholic,5,2,2,2,2,2,1,1,2,2,2,2,3,2,3,2,3,3,3,3,2,3
4045,Nigeria ,2,38,5,2,3,3,0,Catholic,4,0,1,1,2,0,2,2,2,1,2,2,2,2,3,3,2,0,3,2,2,3
4046,Nigeria ,1,30,5,3,5,5,0,Catholic,1,-1,1,1,2,0,1,2,2,1,2,-1,1,1,3,3,-2,-3,3,2,2,3
4047,Nigeria ,1,26,3,1,1,5,-1,Catholic,5,0,0,1,0,2,1,0,1,2,2,1,1,0,2,2,2,1,1,1,2,3
4048,Nigeria ,1,32,8,3,5,5,2,Catholic,7,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,1,3
4049,Nigeria ,1,45,23,1,2,5,0,Catholic,5,1,0,1,1,2,2,2,1,2,1,2,1,-1,2,3,1,2,1,3,1,3
4050,Nigeria ,2,64,30,2,3,3,0,Catholic,7,2,0,1,1,2,2,2,1,2,1,2,1,-1,1,3,1,2,1,1,1,3
4051,Nigeria ,1,41,16,3,3,4,1,Catholic,3,2,2,2,1,1,2,1,1,2,2,1,2,2,3,3,0,0,-1,3,0,3
4052,Nigeria ,2,45,13,6,5,5,0,Catholic,4,3,2,2,2,2,2,2,2,2,1,2,3,3,3,3,1,3,3,3,-1,3
4053,Nigeria ,1,29,1,0,3,5,0,Catholic,4,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1,3,3,3,-1,3
4054,Nigeria ,1,29,1,0,3,5,0,Catholic,4,3,2,0,2,1,2,2,2,2,2,3,3,3,3,3,1,3,3,3,-1,3
4055,Nigeria ,1,45,17,1,1,5,0,Catholic,6,3,0,-2,1,1,2,1,0,2,2,0,0,1,2,3,-1,3,3,3,-3,3
4056,Nigeria ,1,31,3,0,0,5,1,Catholic,7,3,0,-2,1,1,2,1,0,2,2,0,0,1,2,2,-1,3,3,3,-3,3
4057,Nigeria ,1,31,3,0,0,5,1,Catholic,7,3,2,1,2,1,2,2,2,1,2,2,0,3,2,2,-1,3,3,3,-3,3
4058,Nigeria ,1,56,29,6,4,3,-1,Catholic,6,-2,2,1,2,2,2,2,2,1,2,2,2,3,2,2,-1,3,3,3,-3,3
4059,Nigeria ,1,37,8,3,3,5,2,Catholic,5,3,-1,0,1,-1,0,1,0,0,1,-1,0,-1,3,3,3,3,3,3,3,2
4060,Nigeria ,1,52,23,0,0,5,0,Catholic,7,-3,-1,0,1,-1,0,1,0,0,1,-1,0,-1,3,3,3,3,3,3,3,2
4061,Nigeria ,1,34,6,2,3,5,1,Catholic,5,3,1,2,2,1,0,2,2,1,2,2,2,2,3,3,3,3,3,3,3,2
4062,Nigeria ,2,53,17,2,2,3,0,Catholic,6,-1,1,2,2,2,2,2,2,1,2,2,3,2,3,3,2,3,3,3,3,2
4063,Nigeria ,1,34,8,4,5,4,0,Catholic,4,0,2,2,2,1,2,2,2,2,2,3,3,3,3,3,3,2,3,3,3,2
4064,Nigeria ,1,38,13,3,4,5,1,Catholic,3,2,2,1,2,2,2,2,2,2,2,3,3,3,3,3,2,2,3,3,3,2
4065,Nigeria ,1,28,1,1,1,5,2,Catholic,6,3,2,2,0,1,2,2,2,2,2,2,1,3,3,3,3,3,3,2,3,2
4066,Nigeria ,2,42,5,2,2,5,1,Catholic,5,2,2,2,1,2,2,2,2,2,2,3,3,2,3,3,2,3,3,2,3,2
4067,Nigeria ,2,56,20,4,4,2,-1,Catholic,7,1,2,2,1,1,1,2,2,1,1,1,2,2,2,2,3,3,2,2,3,2
4068,Nigeria ,1,33,20,5,7,5,1,Catholic,6,3,2,2,1,1,1,2,2,1,1,1,1,0,2,2,3,1,2,2,3,2
4069,Nigeria ,2,57,20,4,4,4,0,Catholic,4,3,0,2,2,2,1,2,2,2,2,3,3,3,2,3,3,2,2,1,3,2
4070,Nigeria ,1,30,8,1,0,5,0,Catholic,7,3,0,1,2,2,1,2,0,2,1,2,1,2,3,3,2,0,3,3,2,2
4071,Nigeria ,2,48,15,1,0,5,0,Catholic,7,2,2,2,2,2,2,1,2,2,2,2,2,3,3,3,2,0,3,3,2,2
4072,Nigeria ,2,63,18,8,0,5,0,Catholic,7,3,2,1,2,0,2,1,2,2,2,2,2,3,3,3,2,0,3,3,2,2
4073,Nigeria ,1,50,6,1,0,5,0,Catholic,7,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,0,3,3,2,2
4074,Nigeria ,2,56,23,7,5,4,2,Catholic,6,3,2,1,2,2,2,2,2,2,2,3,3,3,3,3,2,0,3,3,2,2
4075,Nigeria ,1,28,3,0,0,3,2,Catholic,4,-2,2,2,2,2,1,1,2,2,2,2,1,0,3,2,2,0,3,3,2,2
