,country,sex,age,marriage_duration_years,num_children_total,num_children_inhome,edu_level,material_situation,religion,religiosity,pension,enjoy_spouse_company,happiness,spouse_attraction,spouse_enjoy_doing_things_together,spouse_enjoy_cuddling,spouse_respect,spouse_pride,spouse_romance,spouse_love,marital_satisfaction,spouse_satisfaction,relationship_satisfaction,natl_pride_in_parents,natl_pride_in_children,natl_aging_parents_live_with_children,natl_children_live_at_home_marraige,indv_pride_in_parents,indv_pride_in_children,indv_aging_parents_live_with_children,indv_children_live_at_home_marraige
2196,India,1,34,5,2,2,5,1,None,7,0,2,2,2,2,2,2,2,2,2,3,3,3,2,3,2,2,3,3,3,3
2197,India,2,34,5,2,2,5,1,None,7,0,2,2,2,2,2,2,2,2,2,3,3,3,2,3,2,2,3,3,3,3
2198,India,1,23,1,0,0,5,2,None,7,-3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1,3,-2,1,3,3
2199,India,1,23,1,0,0,5,2,None,7,-3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1,3,-2,1,3,3
2200,India,2,23,1,0,0,5,2,None,7,-3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1,3,-2,1,3,3
2201,India,2,36,9,1,1,5,1,None,1,2,1,1,2,1,2,2,2,0,1,1,1,1,3,3,3,3,3,3,3,2
2202,India,1,37,3,0,0,5,2,None,1,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,2,1
2203,India,1,28,5,1,1,5,2,None,1,-3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,-1,2,0,0,3,0
2204,India,2,32,3,0,0,5,1,None,1,1,2,2,2,2,2,2,2,-2,2,2,2,2,3,3,1,3,3,3,0,0
2205,India,2,35,2,0,0,5,1,None,6,-3,1,1,0,1,0,2,1,0,1,1,1,0,3,3,1,2,1,2,-3,-3
2206,India,1,25,3,1,1,5,0,Hindu,7,-3,2,0,0,2,2,2,0,2,2,0,0,0,3,3,3,3,3,3,3,3
2207,India,1,28,3,1,1,5,2,Hindu,7,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,3,3,3,3,3,3
2208,India,1,30,3,1,1,5,0,Hindu,7,2,2,1,1,2,2,2,2,1,2,2,3,2,3,3,3,3,3,3,3,3
2209,India,2,30,3,1,1,5,0,Hindu,7,2,2,1,1,2,2,2,2,1,2,2,3,2,3,3,3,3,3,3,3,3
2210,India,2,32,1,0,0,5,0,Hindu,4,-1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3
2211,India,2,30,4,1,1,5,0,Hindu,6,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3
2212,India,2,42,18,1,1,5,0,Hindu,7,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3
2213,India,1,34,12,2,2,4,0,Hindu,7,3,2,2,1,1,1,2,2,1,2,2,3,3,3,3,3,3,3,3,3,3
2214,India,2,34,12,2,2,4,0,Hindu,7,3,2,2,1,1,1,2,2,1,2,2,3,3,3,3,3,3,3,3,3,3
2215,India,1,39,10,2,2,5,2,Hindu,7,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
2216,India,2,39,10,2,2,5,2,Hindu,7,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
2217,India,1,30,2,0,0,5,2,Hindu,6,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
2218,India,1,24,1,0,0,5,0,Hindu,4,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,3,3,3,3,3
2219,India,1,29,2,0,0,5,1,Hindu,4,2,2,2,2,2,1,2,2,2,2,3,3,3,2,2,3,3,3,3,3,3
2220,India,2,29,2,0,0,5,1,Hindu,4,2,2,2,2,2,1,2,2,2,2,3,3,3,2,2,3,3,3,3,3,3
2221,India,2,28,2,0,0,5,2,Hindu,4,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,2,3,3,3,3,3
2222,India,1,31,4,1,1,5,2,Hindu,4,0,2,2,2,2,2,2,2,2,2,3,3,3,2,0,2,3,3,3,3,3
2223,India,1,31,4,1,1,5,2,Hindu,4,0,2,2,2,2,2,2,2,2,2,3,3,3,2,0,2,3,3,3,3,3
2224,India,2,27,4,0,0,5,1,Hindu,4,3,2,2,2,2,1,2,0,2,2,2,2,2,3,3,-3,3,3,3,3,3
2225,India,1,35,2,1,1,5,1,Hindu,5,1,2,1,2,2,2,2,2,1,2,2,2,2,2,3,2,2,3,3,3,3
2226,India,1,32,2,0,0,5,1,Hindu,6,1,2,1,2,2,2,2,2,2,2,-2,-2,-2,3,2,3,-2,1,3,3,3
2227,India,2,40,9,1,1,5,0,Hindu,7,2,-2,-2,-2,2,-2,2,2,-2,2,-3,-3,-3,0,3,3,3,0,3,3,3
2228,India,2,32,2,1,1,5,1,Hindu,7,0,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,3,2,2,3,3
2229,India,2,23,2,1,1,5,1,Hindu,5,3,2,2,2,2,2,2,2,2,2,3,3,3,1,1,2,3,2,2,3,3
2230,India,1,23,1,0,0,5,1,Hindu,7,0,2,1,1,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,3,3
2231,India,1,23,1,0,0,5,1,Hindu,7,0,2,1,1,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,3,3
2232,India,2,23,1,0,0,5,1,Hindu,7,0,2,1,1,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,3,3
2233,India,2,32,3,1,1,5,0,Hindu,4,0,2,2,2,2,2,2,2,2,2,3,3,3,2,3,2,3,1,2,3,3
2234,India,1,26,2,1,1,5,1,Hindu,5,3,2,2,2,1,2,2,2,2,2,3,3,3,1,1,2,3,1,2,3,3
2235,India,1,31,4,1,1,5,1,Hindu,1,3,2,2,2,2,2,2,2,2,2,3,3,3,-3,3,3,-2,-3,2,3,3
2236,India,1,31,2,1,1,5,1,Hindu,7,0,2,2,2,2,2,2,2,2,2,3,3,3,1,1,3,3,1,1,3,3
2237,India,1,36,5,0,0,5,1,Hindu,4,-2,2,2,2,2,2,2,1,2,2,3,2,2,1,2,1,3,1,1,3,3
2238,India,2,36,5,0,0,5,1,Hindu,4,-2,2,2,2,2,2,2,1,2,2,3,2,2,1,2,1,3,1,1,3,3
2239,India,1,33,3,0,0,5,1,Hindu,4,1,2,2,2,2,2,2,2,2,2,3,3,3,1,1,-1,2,0,1,3,3
2240,India,2,28,3,1,1,5,0,Hindu,7,-3,2,0,0,2,2,2,0,2,2,0,0,0,3,3,3,3,-3,-3,3,3
2241,India,2,27,4,1,1,5,2,Hindu,5,3,2,2,2,2,2,2,2,2,2,3,3,3,-3,-1,3,-2,-3,-3,3,3
2242,India,1,42,14,2,2,5,0,Hindu,4,-3,0,0,0,0,0,1,1,0,2,3,2,2,3,3,0,2,0,3,2,3
2243,India,2,42,14,2,2,5,0,Hindu,4,-3,0,0,0,0,0,1,1,0,2,3,2,2,3,3,0,2,0,3,2,3
2244,India,1,32,12,2,2,5,0,Hindu,4,3,1,0,0,2,2,2,2,2,2,0,1,3,3,-1,0,3,-3,-3,2,3
2245,India,2,25,1,0,0,5,1,Hindu,4,-2,2,1,1,2,1,1,2,1,2,1,2,1,1,3,-3,2,2,3,1,3
2246,India,1,34,1,0,0,5,2,Hindu,4,2,1,1,1,2,1,2,2,1,2,0,0,1,1,2,1,2,2,2,1,3
2247,India,1,27,4,1,1,5,1,Hindu,5,1,2,2,2,2,2,2,2,2,2,3,3,3,2,3,2,3,3,3,3,2
2248,India,1,37,7,1,1,5,2,Hindu,3,2,2,2,2,2,2,1,2,2,2,2,3,2,3,3,2,2,3,3,3,2
2249,India,1,27,1,0,0,5,0,Hindu,6,2,2,2,2,1,2,1,2,2,2,2,2,2,3,3,1,2,3,3,3,2
2250,India,2,27,1,0,0,5,0,Hindu,6,2,2,2,2,1,2,1,2,2,2,2,2,2,3,3,1,2,3,3,3,2
2251,India,1,26,2,0,0,5,1,Hindu,4,-2,2,2,2,2,2,2,2,-1,2,2,0,1,1,3,-2,-1,3,3,3,2
2252,India,2,30,4,0,0,5,2,Hindu,7,1,2,2,2,2,2,2,2,2,2,-3,-3,-3,3,2,2,2,2,3,3,2
2253,India,1,37,8,1,1,5,2,Hindu,6,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,0,2,0,3,3,2
2254,India,2,37,8,1,1,5,2,Hindu,6,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,0,2,0,3,3,2
2255,India,1,35,6,1,1,5,2,Hindu,1,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,2,3,2,2,3,2
2256,India,2,26,9,0,0,5,1,Hindu,7,3,2,2,2,2,1,1,1,2,2,2,2,2,3,3,3,2,2,2,3,2
2257,India,1,35,10,1,1,5,2,Hindu,4,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,3,2,2,2,3,2
2258,India,2,35,10,1,1,5,2,Hindu,4,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,3,2,2,2,3,2
2259,India,1,40,10,1,1,5,2,Hindu,4,0,2,2,2,2,2,2,2,2,2,3,3,3,1,2,2,2,2,1,3,2
2260,India,2,40,10,1,1,5,2,Hindu,4,0,2,2,2,2,2,2,2,2,2,3,3,3,1,2,2,2,2,1,3,2
2261,India,1,32,5,1,3,5,0,Hindu,4,2,2,2,1,2,1,2,2,2,2,2,3,3,2,2,3,1,2,1,3,2
2262,India,1,31,7,3,3,4,0,Hindu,4,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,-1,-1,3,2
2263,India,1,30,10,1,1,4,1,Hindu,5,2,2,2,1,1,1,1,1,2,2,1,1,2,-2,-2,2,3,-3,-2,3,2
2264,India,2,29,2,0,0,5,1,Hindu,6,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2
2265,India,1,27,3,0,0,5,1,Hindu,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,2
2266,India,1,34,8,1,1,5,2,Hindu,5,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2
2267,India,2,34,8,1,1,5,2,Hindu,5,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2
2268,India,1,34,5,1,1,5,2,Hindu,4,3,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,3,3,2,2
2269,India,2,28,3,0,0,5,1,Hindu,5,3,2,2,2,2,1,2,2,1,2,2,2,2,2,3,2,3,2,3,2,2
2270,India,1,31,5,0,0,5,2,Hindu,6,0,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2
2271,India,2,31,5,0,0,5,2,Hindu,6,0,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2
2272,India,1,30,5,1,1,5,1,Hindu,3,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2
2273,India,2,30,5,1,1,5,1,Hindu,3,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2
2274,India,1,28,3,0,0,5,1,Hindu,4,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,1,2,2,2,2
2275,India,1,34,4,1,1,5,1,Hindu,4,1,2,2,1,1,0,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2
2276,India,1,35,5,1,1,5,1,Hindu,4,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2
2277,India,2,27,2,1,1,5,1,Hindu,6,2,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,1,1,2,2
2278,India,2,25,2,1,1,5,1,Hindu,4,0,2,1,1,0,2,1,1,1,2,1,1,0,3,1,2,2,2,0,2,2
2279,India,2,35,10,1,1,4,1,Hindu,1,3,2,2,1,1,2,2,2,1,1,1,1,1,-2,-1,1,2,-3,-1,2,2
2280,India,1,30,2,1,1,5,0,Hindu,4,2,2,2,2,2,2,2,2,2,2,1,1,1,3,1,2,3,2,1,1,2
2281,India,1,34,8,1,1,5,1,Hindu,4,0,2,1,2,2,2,2,2,2,2,2,2,3,3,3,1,2,3,3,0,2
2282,India,2,35,3,1,2,5,0,Hindu,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,1
2283,India,2,28,2,0,0,5,2,Hindu,7,0,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,1,3,3,3,1
2284,India,1,31,6,1,1,5,1,Hindu,1,0,2,1,0,2,2,2,2,0,2,0,1,2,2,3,2,1,3,3,3,1
2285,India,2,26,2,0,0,5,1,Hindu,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,0,3,3,3,1
2286,India,2,38,19,2,2,5,1,Hindu,4,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,3,3,1
2287,India,1,32,8,1,1,5,1,Hindu,6,2,2,2,2,2,1,2,2,1,2,3,3,3,3,3,2,2,0,3,3,1
2288,India,1,32,6,1,1,5,1,Hindu,1,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,3,1,3,2,3,1
2289,India,2,32,6,1,1,5,1,Hindu,1,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,3,1,3,2,3,1
2290,India,1,39,15,2,2,4,2,Hindu,4,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,-2,3,1,2,3,1
2291,India,1,30,1,0,0,5,1,Hindu,3,0,2,2,2,2,2,2,2,2,2,3,3,3,1,1,2,2,1,1,3,1
2292,India,2,30,1,0,0,5,1,Hindu,3,0,2,2,2,2,2,2,2,2,2,3,3,3,1,1,2,2,1,1,3,1
2293,India,1,35,3,0,2,5,1,Hindu,4,3,2,2,2,2,2,2,2,2,2,3,3,3,0,0,2,1,0,0,3,1
2294,India,2,33,7,1,1,5,2,Hindu,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1
2295,India,2,25,1,0,1,5,0,Hindu,1,3,2,2,2,2,2,2,2,2,2,3,3,3,2,2,1,2,1,2,2,1
2296,India,2,35,11,2,2,5,1,Hindu,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
2297,India,1,27,1,0,2,5,0,Hindu,1,3,2,2,1,1,1,2,1,2,1,-1,0,0,1,1,1,1,0,0,0,1
2298,India,2,29,3,1,1,5,1,Hindu,1,-1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,-1,0,1
2299,India,2,29,3,1,1,5,1,Hindu,1,-1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,-1,0,1
2300,India,1,25,3,1,1,5,2,Hindu,1,0,2,1,2,2,2,2,2,2,2,-1,2,-1,1,2,2,1,0,1,-1,1
2301,India,1,25,3,1,1,5,2,Hindu,1,0,2,1,2,2,2,2,2,2,2,-1,2,-1,1,2,2,1,0,1,-1,1
2302,India,1,25,3,1,1,5,2,Hindu,1,0,2,1,2,2,2,2,2,2,2,-1,2,-1,1,2,2,1,0,1,-1,1
2303,India,2,30,5,1,1,5,2,Hindu,4,2,2,2,2,2,2,2,2,1,2,2,2,3,3,3,2,2,3,3,3,0
2304,India,2,39,11,1,1,5,2,Hindu,4,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,3,3,3,0
2305,India,1,37,5,0,0,5,2,Hindu,7,0,2,2,2,2,2,2,2,2,2,3,3,3,3,3,-3,1,3,3,3,0
2306,India,1,27,1,0,0,5,-1,Hindu,7,0,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,0,3,3,3,0
2307,India,2,26,1,0,0,4,-2,Hindu,7,0,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,0,3,3,3,0
2308,India,1,26,3,0,0,5,2,Hindu,1,3,2,2,2,2,2,2,1,0,2,3,3,3,3,3,3,-3,3,3,3,0
2309,India,2,37,6,1,1,5,1,Hindu,4,-1,2,2,2,2,2,2,2,0,2,0,1,2,1,3,2,1,2,3,3,0
2310,India,2,37,6,1,1,5,1,Hindu,4,-1,2,2,2,2,2,2,2,0,2,0,1,2,1,3,2,1,2,3,3,0
2311,India,2,38,9,1,1,5,2,Hindu,4,3,2,2,2,2,1,2,2,1,2,1,2,2,1,2,0,0,2,3,3,0
2312,India,2,32,4,1,1,5,1,Hindu,4,1,2,2,2,2,2,2,2,2,2,3,3,3,2,3,2,2,3,2,3,0
2313,India,2,23,3,0,0,5,0,Hindu,6,3,2,2,2,2,2,2,2,1,2,2,3,2,2,2,-1,2,1,1,3,0
2314,India,2,30,3,0,2,5,0,Hindu,4,2,2,2,2,2,1,2,2,2,2,3,3,3,0,0,2,-1,0,0,3,0
2315,India,2,29,2,0,0,5,1,Hindu,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,2,2,0
2316,India,1,38,5,1,1,5,2,Hindu,4,2,2,1,2,2,1,2,1,2,2,3,3,3,2,3,2,-2,1,2,2,0
2317,India,1,28,4,0,0,5,0,Hindu,4,2,2,2,2,2,0,1,1,1,2,0,1,1,1,0,1,1,1,1,2,0
2318,India,1,55,28,1,1,5,2,Hindu,3,0,2,2,2,2,1,2,2,1,2,3,3,3,2,2,2,0,0,0,2,0
2319,India,1,25,4,0,0,5,0,Hindu,4,2,2,2,2,2,0,1,1,1,2,0,1,1,1,0,1,1,1,0,1,0
2320,India,1,26,2,0,0,5,0,Hindu,5,3,2,2,2,2,2,2,2,1,2,1,3,2,3,3,1,0,3,3,0,0
2321,India,1,26,2,0,0,5,0,Hindu,5,3,2,2,2,2,2,2,2,1,2,1,3,2,3,3,1,0,3,3,0,0
2322,India,2,26,2,0,0,5,0,Hindu,5,3,2,2,2,2,2,2,2,1,2,1,3,2,3,3,1,0,3,3,0,0
2323,India,2,33,8,1,1,5,1,Hindu,7,2,2,2,2,2,0,2,2,0,2,2,3,3,2,3,3,0,2,3,0,0
2324,India,2,31,2,0,0,5,2,Hindu,4,0,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,1,2,2,0,0
2325,India,1,29,2,0,0,5,0,Hindu,4,0,2,2,2,2,2,2,2,2,2,-3,-3,-3,0,0,2,2,0,0,0,0
2326,India,2,27,1,0,0,5,2,Hindu,6,1,2,2,2,2,2,2,2,2,2,3,3,3,2,2,-1,-1,0,0,0,0
2327,India,1,34,6,1,1,5,2,Hindu,2,2,2,2,1,1,2,2,2,1,2,2,3,3,2,2,1,1,-1,-1,0,0
2328,India,2,31,9,1,1,5,1,Hindu,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,-1,3,-1,3,3,-1
2329,India,2,41,12,0,0,5,2,Hindu,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,-1
2330,India,1,35,10,1,1,5,1,Hindu,4,1,2,2,2,2,2,2,2,1,2,3,3,3,2,3,-1,-2,2,2,3,-1
2331,India,1,31,7,1,1,5,1,Hindu,4,1,2,2,1,2,2,2,2,1,2,3,3,3,1,1,2,2,1,1,3,-1
2332,India,1,33,2,1,1,5,0,Hindu,4,1,2,1,2,2,2,2,2,2,2,3,2,3,1,1,1,2,2,2,2,-1
2333,India,2,34,8,1,1,5,0,Hindu,4,-3,2,2,2,2,2,2,2,2,2,3,3,3,2,3,1,2,3,3,3,-2
2334,India,2,37,5,1,1,5,1,Hindu,6,-2,1,0,1,2,-2,1,1,0,2,3,3,2,2,-1,-1,2,3,3,3,-2
2335,India,1,32,8,2,2,5,0,Hindu,5,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,3,-2,2,2,3,-2
2336,India,2,32,8,2,2,5,0,Hindu,5,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,3,-2,2,2,3,-2
2337,India,1,30,5,1,1,5,2,Hindu,4,3,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,0,0,3,-2
2338,India,1,20,1,0,0,4,2,Hindu,4,0,2,2,1,2,2,2,2,2,2,3,3,3,2,3,2,-2,0,0,0,-2
2339,India,2,29,2,0,0,5,1,Hindu,2,0,2,1,2,1,2,2,2,2,2,1,1,2,1,1,2,-1,2,2,-2,-2
2340,India,2,32,2,1,1,5,2,Hindu,7,0,2,2,2,2,1,2,2,2,2,3,3,3,2,2,3,1,3,3,3,-3
2341,India,2,32,2,1,1,5,2,Hindu,7,0,2,2,2,2,1,2,2,2,2,3,3,3,2,2,3,1,3,3,3,-3
2342,India,2,32,2,1,1,5,2,Hindu,7,0,2,2,2,2,1,2,2,2,2,3,3,3,2,2,3,1,3,3,3,-3
2343,India,2,32,2,1,1,5,2,Hindu,7,0,2,2,2,2,1,2,2,2,2,3,3,3,2,2,3,1,3,3,3,-3
2344,India,1,25,2,1,1,4,2,Hindu,7,0,2,2,2,2,1,2,2,1,2,3,3,3,2,2,3,1,3,3,3,-3
2345,India,1,25,2,1,1,4,2,Hindu,7,0,2,2,2,2,1,2,2,1,2,3,3,3,2,2,3,1,3,3,3,-3
2346,India,1,25,2,1,1,4,2,Hindu,7,0,2,2,2,2,1,2,2,1,2,3,3,3,2,2,3,1,3,3,3,-3
2347,India,2,35,7,1,1,5,2,Hindu,6,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,-2,3,3,3,-3
2348,India,1,26,7,1,1,4,2,Hindu,6,1,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,-2,3,3,3,-3
2349,India,2,32,1,0,0,5,1,Hindu,4,2,2,2,1,1,1,2,2,1,2,2,2,3,1,3,2,1,2,3,3,-3
2350,India,2,42,15,2,2,5,2,Hindu,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,-2,3,2,2,3,-3
2351,India,1,26,1,0,0,5,1,Hindu,6,0,2,1,2,2,2,2,2,2,2,3,3,3,0,0,2,-2,2,2,3,-3
2352,India,1,43,19,1,1,5,0,Hindu,1,1,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,-3,2,2,3,-3
2353,India,1,27,2,1,1,5,2,Hindu,1,-2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,-3,2,2,3,-3
2354,India,1,27,2,1,1,5,2,Hindu,1,-2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,-3,2,2,3,-3
2355,India,2,27,2,1,1,5,2,Hindu,1,-2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,-3,2,2,3,-3
2356,India,1,28,2,1,1,5,2,Hindu,1,-3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,-3,2,2,3,-3
2357,India,2,28,2,1,1,5,2,Hindu,1,-3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,-3,2,2,3,-3
2358,India,2,24,1,0,0,5,1,Hindu,6,1,2,2,2,2,2,2,2,2,2,3,3,3,1,1,2,-3,2,2,3,-3
2359,India,2,34,4,1,1,5,0,Hindu,5,2,2,2,2,2,2,2,2,2,2,3,3,3,0,2,2,-2,0,2,3,-3
2360,India,2,26,3,0,0,5,0,Hindu,7,1,2,2,2,2,2,2,2,2,2,3,3,3,2,3,1,-1,2,1,3,-3
2361,India,1,34,3,0,0,5,0,Hindu,7,1,2,2,2,2,2,2,0,2,2,3,3,3,2,3,3,-3,0,0,3,-3
2362,India,2,34,3,0,0,5,0,Hindu,7,1,2,2,2,2,2,2,0,2,2,3,3,3,2,3,3,-3,0,0,3,-3
2363,India,2,31,6,2,2,5,1,Hindu,4,2,2,2,2,2,0,2,2,2,2,2,3,3,-1,-1,2,0,-3,-1,3,-3
2364,India,1,33,2,0,1,5,1,Hindu,6,3,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,-3,-3,-1,3,-3
2365,India,2,27,2,0,1,5,1,Hindu,6,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,-3,-3,-1,3,-3
2366,India,1,28,2,0,0,5,2,Hindu,4,1,2,2,2,2,2,2,2,2,2,3,3,3,0,2,0,-3,0,0,1,-3
2367,India,1,29,2,0,0,5,2,Hindu,4,0,2,2,2,2,2,2,2,2,2,3,3,3,0,2,0,-3,0,0,1,-3
2368,India,2,34,5,2,2,5,1,Hindu,1,0,2,2,2,2,2,2,2,2,2,3,3,3,-3,-3,-3,-3,-3,-3,-3,-3
2369,India,2,33,5,2,2,5,2,Protestant,5,1,2,2,2,2,2,2,2,1,2,2,2,2,3,3,3,2,3,3,3,0
2370,India,1,29,3,1,1,5,1,Protestant,5,0,1,1,2,0,1,1,2,-1,2,1,1,1,1,3,1,3,3,3,3,-2
2371,India,1,38,12,2,2,5,2,Catholic,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
2372,India,2,34,2,1,1,5,2,Catholic,4,3,2,2,2,2,2,2,2,2,2,3,3,0,3,3,3,2,3,3,3,2
2373,India,1,34,9,2,2,5,1,Catholic,6,2,2,2,2,2,2,2,2,2,2,3,3,2,0,3,2,3,3,3,2,2
2374,India,2,46,11,1,0,5,2,Muslim,1,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
2375,India,1,42,13,2,0,5,1,Muslim,4,-3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,3,2,2
2376,India,1,34,7,1,0,5,-2,Muslim,3,-2,1,1,1,2,1,1,2,1,2,1,2,1,-2,0,0,-1,-1,0,-1,-1
2377,India,2,45,21,2,5,5,-2,Buddhist,5,3,2,2,2,2,2,2,2,2,2,3,3,3,2,3,0,3,3,3,3,3
2378,India,2,44,13,2,5,3,-2,Jehovah,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1,2,3,3,3,-1
2379,India,2,47,22,2,2,5,2,Hindu,6,-3,1,1,1,2,1,2,1,1,2,1,1,1,3,3,3,3,3,3,3,3
2380,India,2,37,12,1,1,5,1,Hindu,4,-3,1,1,1,1,2,2,2,2,2,1,2,1,3,3,3,3,3,3,3,3
2381,India,2,36,10,2,2,5,0,Hindu,6,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
2382,India,1,33,9,0,0,5,1,Hindu,4,0,2,2,1,2,2,2,2,1,2,2,2,3,3,3,3,3,3,3,3,3
2383,India,2,48,20,2,2,5,0,Hindu,5,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
2384,India,1,46,20,2,2,3,0,Hindu,6,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
2385,India,2,37,6,1,1,5,2,Hindu,7,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
2386,India,2,52,19,1,1,5,2,Hindu,7,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
2387,India,2,36,5,1,1,5,1,Hindu,5,-3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3
2388,India,1,36,13,1,1,5,2,Hindu,5,2,2,1,1,1,1,1,1,1,1,2,1,1,2,3,3,3,3,3,3,3
2389,India,2,31,7,1,1,5,2,Hindu,6,2,0,2,2,2,1,1,2,2,1,-3,2,1,-1,3,3,3,3,3,3,3
2390,India,2,47,20,2,2,5,1,Hindu,5,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,3,3,3,3,3,3
2391,India,2,36,7,1,1,5,1,Hindu,4,-1,2,1,1,1,2,2,2,2,2,1,1,1,2,1,3,3,3,3,3,3
2392,India,2,41,19,2,2,5,2,Hindu,3,-2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,3
2393,India,1,33,1,0,0,5,2,Hindu,5,-3,2,1,1,2,1,2,2,1,2,3,3,2,3,3,2,3,3,3,3,3
2394,India,1,40,12,1,1,5,1,Hindu,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,3,3,3,3,3
